name,state,pop2000,pop2010,fed.spend,poverty,homeownership,multiunit,income,med.income
Corson County,South Dakota,4181,4050,14.35950617,35.1,55.5,5.4,13359,30877
Custer County,South Dakota,7275,8216,10.19729796,9.7,78.4,7.3,24353,46743
Davison County,South Dakota,18741,19504,8.175656276,13.8,63,25.3,22794,41867
Day County,South Dakota,6267,5710,17.48161121,12.5,69.2,8.6,20542,36818
Deuel County,South Dakota,4498,4364,9.685151237,6.1,81.9,9.1,22276,47000
Dewey County,South Dakota,5972,5301,17.05847953,30.5,56.9,7.3,15632,33255
Douglas County,South Dakota,3458,3002,11.96668887,9.8,77.1,7.4,22200,42794
Edmunds County,South Dakota,4367,4071,12.2259887,11.6,80.7,6.6,24268,47026
Fall River County,South Dakota,7453,7094,17.98223851,17.4,64.8,13.8,21574,35833
Faulk County,South Dakota,2640,2364,17.04060914,17.9,80.1,10.5,21898,38203
Grant County,South Dakota,7847,7356,10.56470908,11.6,74.7,16.2,22887,42625
Gregory County,South Dakota,4792,4271,10.2800281,16,77.4,6.3,21311,33940
Haakon County,South Dakota,2196,1937,13.5704698,12.5,81.4,3.7,25877,46281
Hamlin County,South Dakota,5540,5903,7.620023717,7.5,83.1,5,21558,44439
Hand County,South Dakota,3741,3431,13.97347712,13.1,72.7,7.6,23238,45895
Hanson County,South Dakota,3139,3331,13.05013509,13.7,84.5,4,21391,46556
Harding County,South Dakota,1353,1255,12.12669323,16.1,74.3,3.6,22004,34792
Hughes County,South Dakota,16481,17022,37.80260839,9.3,69.1,22.3,28236,53501
Hutchinson County,South Dakota,8075,7343,12.05964864,10.4,79,8.9,21944,39310
Hyde County,South Dakota,1671,1420,13.82464789,11.2,76.4,6.9,22995,41196
Jackson County,South Dakota,2930,3031,13.40382712,30,64.7,7.4,14568,36354
Jerauld County,South Dakota,2295,2071,11.06084017,10.9,69.8,11.9,24942,40607
Jones County,South Dakota,1193,1006,13.11530815,9.1,73,8.5,24630,49464
Kingsbury County,South Dakota,5815,5148,14.37121212,9.2,77.9,9.6,24660,44948
Lake County,South Dakota,11276,11200,9.340714286,12.1,71,13.9,22447,45606
Lawrence County,South Dakota,21802,24097,6.773747769,15.3,64.7,21.8,25465,42356
Lincoln County,South Dakota,24131,44828,2.20065584,4.3,76.1,18.1,33261,67365
Lyman County,South Dakota,3895,3755,15.54620506,18.8,60.5,9.4,16930,36323
McCook County,South Dakota,5832,5618,11.6997152,7.9,80,9.4,25502,42022
McPherson County,South Dakota,2904,2459,13.80642538,16.5,80,9.8,19255,31923
Marshall County,South Dakota,4576,4656,13.2472079,17.1,70.2,9.6,22441,41023
Meade County,South Dakota,24253,25434,10.81961154,10.1,72.6,12.4,22045,46180
Mellette County,South Dakota,2083,2048,9.863769531,27,66.6,4,16971,34055
Miner County,South Dakota,2884,2389,16.22268732,8.8,81.2,5.9,25450,43958
Minnehaha County,South Dakota,148281,169468,11.47633181,9.7,65.9,27.4,26392,51799
Moody County,South Dakota,6595,6486,13.40302189,7.1,78.1,10,24948,52354
Pennington County,South Dakota,88565,100948,10.20015255,14,66.6,21.5,25894,46849
Perkins County,South Dakota,3363,2982,18.73105298,18.7,69.4,10.7,25780,33361
Potter County,South Dakota,2693,2329,18.01030485,10,82,5.9,23986,42422
Roberts County,South Dakota,10016,10149,12.81535127,20,70.7,6.9,19825,37708
Sanborn County,South Dakota,2675,2355,13.54522293,12.7,76.6,7.1,21055,44732
Shannon County,South Dakota,12466,13586,17.99381716,53.5,51.3,3.8,7772,24392
Spink County,South Dakota,7454,6415,16.22197973,17,77.7,12.2,25295,45000
Stanley County,South Dakota,2772,2966,12.45111261,11.9,76.1,8.4,27435,51875
Sully County,South Dakota,1556,1373,23.5171158,8,78.5,4.4,26596,48958
Todd County,South Dakota,9050,9612,18.40439035,48.8,40.6,14.9,11010,25196
Tripp County,South Dakota,6430,5644,9.455527994,16.5,73.6,13.2,21192,40221
Turner County,South Dakota,8849,8347,8.511680843,7.7,79.8,8.2,22871,48068
Union County,South Dakota,12584,14399,26.01236197,4.9,75.1,15.5,33783,59889
Walworth County,South Dakota,5974,5438,9.543214417,14.5,76.8,12.4,23716,39517
Yankton County,South Dakota,21652,22438,7.487922275,11.2,70.2,18.6,24776,47124
Ziebach County,South Dakota,2519,2801,6.83791503,46,52.6,6.7,11069,27578
Anderson County,Tennessee,71330,75129,62.227715,16.5,71.8,15.9,24242,44650
Bedford County,Tennessee,37586,45058,6.18456212,21.7,68.6,8.8,18471,38550
Benton County,Tennessee,16537,16489,10.53332525,17.6,83.2,3.3,19114,33953
Bledsoe County,Tennessee,12367,12876,7.773920472,23.1,76.7,4.8,12907,29729
Blount County,Tennessee,105823,123010,6.967018942,11.7,76.1,10.7,24071,47322
Bradley County,Tennessee,87965,98963,6.836666229,16,67.7,17.2,21444,40032
Campbell County,Tennessee,39854,40716,11.67513999,23.2,72,11.4,16426,30686
Cannon County,Tennessee,12826,13801,8.435765524,13.7,76.2,4.2,18076,38733
Carroll County,Tennessee,29475,28522,11.38784096,19.6,77.3,7.8,19712,36160
Carter County,Tennessee,56742,57424,8.048289914,23.5,73.3,12.8,17601,31173
Cheatham County,Tennessee,35912,39105,4.870886076,9.3,80.9,5.7,24392,52585
Chester County,Tennessee,15540,17131,7.270795634,15.1,74.2,7.2,17343,39915
Claiborne County,Tennessee,29862,32213,10.69602334,19.3,77.3,7,17128,31353
Clay County,Tennessee,7976,7861,15.90980791,18.7,77.9,4.9,18367,32106
Cocke County,Tennessee,33565,35662,10.370899,26.3,73,7.7,16957,28809
Coffee County,Tennessee,48014,52796,18.68592318,17.5,72.3,10.6,20737,40078
Crockett County,Tennessee,14532,14586,10.82544906,18.7,68.5,7.9,19742,36556
Cumberland County,Tennessee,46802,56053,7.686635862,15.8,79.1,9.7,20544,36813
Davidson County,Tennessee,569891,626681,13.71164117,17.3,57.6,37.2,27780,45668
Decatur County,Tennessee,11731,11757,12.01241813,20.3,78.1,5.4,19757,30445
DeKalb County,Tennessee,17423,18723,8.91475725,19.2,72.3,7.5,17976,34863
Dickson County,Tennessee,43156,49666,6.421858012,14,74.1,11,21415,44554
Dyer County,Tennessee,37279,38335,10.19929568,20.2,65,17,19169,36856
Fayette County,Tennessee,28806,38413,7.361257907,13,83.3,4.1,26898,56729
Fentress County,Tennessee,16625,17959,11.68266607,25,77.1,5.9,17291,29642
Franklin County,Tennessee,39270,41052,8.552470038,13.2,77.3,8.6,20817,40983
Gibson County,Tennessee,48152,49683,12.85574543,19.1,72,11.2,20065,35947
Giles County,Tennessee,29447,29485,10.18826522,17.1,74.7,11.5,19778,37860
Grainger County,Tennessee,20659,22657,9.070485943,18.7,82.5,2.6,16783,30623
Greene County,Tennessee,62909,68831,8.725298194,19.7,74.2,7.8,18782,36867
Grundy County,Tennessee,14332,13703,10.67729694,31.5,80.7,4.3,14000,26529
Hamblen County,Tennessee,58128,62544,8.424357252,17.7,71.3,14.7,21162,39807
Hamilton County,Tennessee,307896,336463,10.18805634,14.7,65.5,24.2,26588,45408
Hancock County,Tennessee,6786,6819,13.87989441,30.3,71.5,7.4,13717,23125
Hardeman County,Tennessee,28105,27253,14.58272484,20,73.2,6.3,15838,32539
Hardin County,Tennessee,25578,26026,10.64996542,20.7,77.2,5.9,18122,30732
Hawkins County,Tennessee,53563,56833,8.457040804,18.3,76.1,9.3,19600,35392
Haywood County,Tennessee,19797,18787,12.82221749,26.6,65.3,14.9,17047,32414
Henderson County,Tennessee,25522,27769,8.761352587,16.4,77.6,6.4,19988,38887
Henry County,Tennessee,31115,32330,10.3603155,17.2,77.3,9.2,20687,36836
Hickman County,Tennessee,22295,24690,8.441960308,16,78,4.2,18447,42075
Houston County,Tennessee,8088,8426,10.4584619,19.4,73.6,5.8,17791,33738
Humphreys County,Tennessee,17929,18538,21.53387636,12.9,75.6,5.9,20874,41486
Jackson County,Tennessee,10984,11638,9.058601134,21.7,76.3,4.9,17452,32722
Jefferson County,Tennessee,44294,51407,7.780438462,18.2,74.8,7.3,19680,38239
Johnson County,Tennessee,17499,18244,10.30081123,23.8,76.4,5.8,16638,29949
Knox County,Tennessee,382032,432226,8.964955833,13.7,67.2,23.2,27349,46759
Lake County,Tennessee,7954,7832,11.47446374,28.7,61.7,19.4,11813,24700
Lauderdale County,Tennessee,27101,27815,10.41905447,24.1,66.5,13.4,16006,32894
Lawrence County,Tennessee,39926,41869,9.451766223,17.4,77.9,7.4,18086,34985
Lewis County,Tennessee,11367,12161,8.284022696,18.3,78.6,5.6,17473,35000
Lincoln County,Tennessee,31340,33361,8.410119601,15.9,76.2,8.6,22811,42962
Loudon County,Tennessee,39086,48556,11.08787791,13.8,77.9,7.3,27046,49343
McMinn County,Tennessee,49015,52266,8.254237937,17.3,75.2,11.8,19796,37146
McNairy County,Tennessee,24653,26075,13.3515628,21.1,76.9,4.9,18488,34777
Macon County,Tennessee,20386,22248,7.510832434,24.1,75.4,7.5,16518,33087
Madison County,Tennessee,91837,98294,8.607890614,18.6,67.1,19.6,22948,40178
Marion County,Tennessee,27776,28237,8.870807805,18.7,77,5.1,20811,38785
Marshall County,Tennessee,26767,30617,7.383741059,16.4,74.7,9,20157,40435
Maury County,Tennessee,69498,80956,6.849980236,13.3,72.7,12.1,23136,46278
Meigs County,Tennessee,11086,11753,8.760146346,25.2,75.6,3.8,18768,33506
Monroe County,Tennessee,38961,44519,8.601451066,18.8,74.5,7.1,18651,36209
Montgomery County,Tennessee,134768,172331,6.016381266,14.6,65.1,20.4,22092,48930
Moore County,Tennessee,5740,6362,4.488682804,14.5,80.4,3.7,26678,44433
Morgan County,Tennessee,19757,21987,7.761586392,19.2,81.8,3.2,17883,36772
Obion County,Tennessee,32450,31807,11.26324394,14.9,69.7,14,21235,39543
Overton County,Tennessee,20118,22083,9.708372957,19.2,80.4,3,17720,34347
Perry County,Tennessee,7631,7915,10.46342388,24.2,76.4,3.6,17028,31776
Pickett County,Tennessee,4945,5077,11.28855623,17.1,76.1,6.2,19327,30193
Polk County,Tennessee,16050,16825,12.22900446,18.4,80.7,4,17481,34027
Putnam County,Tennessee,62315,72321,9.300977586,22.5,64.1,22,19434,35185
Rhea County,Tennessee,28400,31809,8.980697287,19.1,74.5,8.3,17655,36761
Roane County,Tennessee,51910,54181,11.04920544,13.4,76.9,10.1,23196,42698
Robertson County,Tennessee,54433,66283,5.679465323,12,77.5,8.8,22658,50820
Rutherford County,Tennessee,182023,262604,6.402396765,12.7,69,18.9,24390,53770
Scott County,Tennessee,21127,22228,12.2561634,24.5,74,7.7,15087,28728
Sequatchie County,Tennessee,11370,14112,7.933886054,21.8,77.8,4.8,18094,33850
Sevier County,Tennessee,71170,89889,6.539654463,13.5,68.7,17.2,22047,41476
Shelby County,Tennessee,897472,927644,9.332257849,19.7,61.7,27.6,25002,44705
Smith County,Tennessee,17712,19166,11.58849003,17.7,76.6,8.7,21026,43200
Stewart County,Tennessee,12370,13324,12.15213149,17.1,81,3.7,20670,40214
Sullivan County,Tennessee,153048,156823,9.30683637,15.9,75.8,12.8,23263,39957
Sumner County,Tennessee,130449,160645,5.941541909,10.1,74.7,15.1,26014,54916
Tipton County,Tennessee,51271,61081,6.958579591,16.7,74.2,6.7,21585,49378
Trousdale County,Tennessee,7259,7870,8.0386277,9.7,79.6,6.7,19996,44205
Unicoi County,Tennessee,17667,18313,15.17916234,18.8,71.8,7.7,20540,34387
Union County,Tennessee,17808,19109,7.020984876,21.9,80.4,5.9,16155,30143
Van Buren County,Tennessee,5508,5548,7.706200433,24.6,84.2,5,17160,29087
Warren County,Tennessee,38276,39839,9.455408017,21.1,73,11,18508,34946
Washington County,Tennessee,107198,122979,9.608786866,16.9,67.9,21.2,24114,41256
Wayne County,Tennessee,16842,17021,9.568180483,15.5,85.1,3.7,15814,34993
Weakley County,Tennessee,34895,35021,8.670083664,21.7,66.1,15.5,18895,32358
White County,Tennessee,23102,25841,8.513447622,19.1,76.6,5.7,17880,33865
Williamson County,Tennessee,126638,183182,3.577414811,5.2,82.9,12.1,41220,87832
Wilson County,Tennessee,88809,113993,5.396340126,7.6,82,9,27814,60678
Anderson County,Texas,55109,58458,7.216274932,16.5,73.7,8,17465,40378
Andrews County,Texas,13004,14786,5.293318004,17.1,79.9,9.5,29605,48699
Angelina County,Texas,80130,86771,7.360131841,17.8,69.2,11.2,20104,39148
Aransas County,Texas,22497,23158,7.22229899,17.4,74.3,12.8,25610,42179
Archer County,Texas,8854,9054,10.15639496,10,81.1,3.4,23882,50891
Armstrong County,Texas,2148,1901,15.95528669,10.7,82,1,24195,60530
Atascosa County,Texas,38628,44911,6.034267774,18.8,75.8,5.3,18461,42927
Austin County,Texas,23590,28417,97.9055143,8.8,77.5,8.7,26959,53263
Bailey County,Texas,6594,7165,9.20474529,17.3,74.6,9.3,18275,42375
Bandera County,Texas,17645,20485,6.818647791,18.4,78.5,0.7,24249,44352
Bastrop County,Texas,57733,74171,5.343503526,14.1,79,5.3,22918,51829
Baylor County,Texas,4093,3726,16.06870639,17.3,71.5,5.8,22894,33459
Bee County,Texas,32359,31861,7.294529362,19,67,11.5,14188,40278
Bell County,Texas,237974,310235,28.00763937,14.1,58.2,27.6,22722,48618
Bexar County,Texas,1392931,1714773,11.33936037,16.9,62.5,26.6,23225,47048
Blanco County,Texas,8418,10497,8.49156902,11.7,82.6,4.7,27010,46128
Borden County,Texas,729,641,9.174726989,4.3,62.7,0,40916,58409
Bosque County,Texas,17204,18212,8.870689655,16.2,75.4,4.1,21269,45288
Bowie County,Texas,89306,92565,13.01114892,16.8,66.6,14.4,22293,42550
Brazoria County,Texas,241767,313166,4.167831118,10.6,75.8,14.5,27529,65607
Brazos County,Texas,152415,194851,6.265690194,29.7,47.1,38.4,21018,37898
Brewster County,Texas,8866,9232,9.92287695,16.5,60.6,11.7,23577,35799
Briscoe County,Texas,1790,1637,15.6927306,19.9,80.9,2.7,17652,34196
Brooks County,Texas,7976,7223,25.44399834,34,67.1,12.7,14728,19959
Brown County,Texas,37674,38106,8.384060253,16.2,72.5,10.2,20586,38832
Burleson County,Texas,16470,17187,8.284168267,13.5,80.2,4.3,21379,43185
Burnet County,Texas,34147,42750,6.976280702,13.7,75,6.9,25245,48187
Caldwell County,Texas,32194,38066,6.212945936,19.6,69.2,11,18106,41594
Calhoun County,Texas,20647,21381,7.037977644,16.3,69.6,10.1,22835,43258
Callahan County,Texas,12905,13544,7.702598937,13.9,82.8,2.3,22300,44596
Cameron County,Texas,335227,406220,6.333378465,34.7,69.2,20.9,13695,31264
Camp County,Texas,11549,12401,9.14361745,20.4,66.8,6.8,18710,36029
Carson County,Texas,6516,6182,8.848754448,5.7,85.3,1.3,24977,56106
Cass County,Texas,30438,30464,9.86433167,19.3,72.1,7.9,20137,36360
Castro County,Texas,8285,8062,9.488092285,23.3,77,5.5,16073,35087
Chambers County,Texas,26031,35096,6.353031685,10.5,86.2,4.5,26453,66764
Cherokee County,Texas,46659,50845,6.451076802,22.4,74.1,7.4,17230,36966
Childress County,Texas,7688,7041,9.004402784,16.2,73.1,14.3,16338,42004
Clay County,Texas,11006,10752,6.905970982,11.7,86,1.8,24565,50881
Cochran County,Texas,3730,3127,13.39206908,24.9,77.3,4.1,16018,37446
Coke County,Texas,3864,3320,8.205421687,15.1,73.7,4.5,18384,38702
Coleman County,Texas,9235,8895,12.92580101,29.4,71,7.6,16494,26951
Collin County,Texas,491675,782341,4.3097933,6.9,70.8,24.4,37362,80504
Collingsworth County,Texas,3206,3057,16.99476611,20.8,75.4,6.5,21726,39712
Colorado County,Texas,20390,20874,8.194787774,15.2,77.1,8.1,22676,41145
Comal County,Texas,78021,108472,6.855907515,10,75.9,12.2,31862,64752
Comanche County,Texas,14026,13974,9.51846286,22.1,78.4,4.5,18086,35218
Concho County,Texas,3966,4087,9.624908246,20,78.4,1.8,17731,49063
Cooke County,Texas,36363,38437,6.088274319,13.6,70.3,7.8,23598,48899
Coryell County,Texas,74978,75388,6.759577121,13.2,59.5,22.2,18936,47374
Cottle County,Texas,1904,1505,16.10232558,10.9,79.9,8.2,17385,33859
Crane County,Texas,3996,4375,4.716342857,17,75.8,0,20185,50425
Crockett County,Texas,4099,3719,6.53428341,15.9,61.2,13.7,24194,50653
Crosby County,Texas,7072,6059,12.14474336,23.9,71.9,6.2,17940,36301
Culberson County,Texas,2975,2398,12.16638866,28.8,76.4,8.4,16060,35500
Dallam County,Texas,6222,6703,9.854393555,12.5,66.2,5.5,18940,47073
Dallas County,Texas,2218899,2368139,7.441259149,17.6,54.7,38.9,26185,47974
Dawson County,Texas,14985,13833,10.39492518,19.1,75.7,6.6,15288,33623
Deaf Smith County,Texas,18561,19372,7.654191617,17.5,65,12.3,16687,41127
Delta County,Texas,5327,5231,10.74364366,14.5,80.4,3.8,20837,37908
Denton County,Texas,432976,662614,2.889683888,8,66.2,27,32538,70622
DeWitt County,Texas,20013,20097,8.666417873,16.4,76.5,7.6,20020,40668
Dickens County,Texas,2762,2444,15.2205401,24.6,80.4,3.5,18642,33813
Dimmit County,Texas,10248,9996,11.94767907,36.4,69.5,10.6,14045,25882
Donley County,Texas,3828,3677,9.641555616,10.5,73.3,6.3,20137,46130
Duval County,Texas,13120,11782,14.28416228,22.9,73.3,4.3,15134,30493
Eastland County,Texas,18297,18583,9.762740139,21,75.4,7.1,17973,32452
Ector County,Texas,121123,137130,5.198964486,16.7,67.5,19.9,22859,45815
Edwards County,Texas,2162,2002,14.04445554,24.7,81.2,0.8,31109,40163
Ellis County,Texas,111360,149610,4.788042243,11.3,76.3,10.5,25346,60877
El Paso County,Texas,679622,800647,10.80625169,25.6,63.9,23.5,16768,36333
Erath County,Texas,33001,37890,5.807389813,19.7,62,13.5,20903,39200
Falls County,Texas,18576,17866,10.57976044,23.4,72.9,8.7,14979,31083
Fannin County,Texas,31242,33915,16.14223795,14.7,74.7,8.9,20221,44551
Fayette County,Texas,21804,24554,8.755966441,11,74.1,7.1,26898,45450
Fisher County,Texas,4344,3974,12.73754404,13.9,74,4.8,20516,41458
Floyd County,Texas,7771,6446,13.07244803,23.8,71.7,4.3,18093,35240
Foard County,Texas,1622,1336,22.39745509,23.4,61.5,7.4,18368,30417
Fort Bend County,Texas,354452,585375,2.465272688,8,80.8,10.2,32016,79845
Franklin County,Texas,9458,10605,6.200094295,14.8,80.8,3.9,23821,45625
Freestone County,Texas,17867,19816,6.590179653,16,78.8,3.8,23235,44560
Frio County,Texas,16252,17217,10.11593193,21.8,66.5,10.7,15036,35940
Gaines County,Texas,14467,17526,6.677678877,18,73,6.3,22785,46393
Galveston County,Texas,250158,291309,14.18427168,12.8,69.5,21.2,28959,58317
Garza County,Texas,4872,6461,6.571428571,21.7,72.7,8.8,16185,35750
Gillespie County,Texas,20814,24837,7.34017796,8,75.5,7,28072,52682
Glasscock County,Texas,1406,1226,11.06769984,11.2,73.5,0.6,26104,61184
Goliad County,Texas,6928,7210,9.176837725,11.8,82.8,3.7,28120,51786
Gonzales County,Texas,18628,19807,13.51067804,20.3,68.4,9.2,18716,37094
Gray County,Texas,22744,22535,7.87250943,15,76.9,7.9,20567,40442
Grayson County,Texas,110595,120877,6.93712617,13.5,70.4,14.6,23242,46875
Gregg County,Texas,111379,121730,7.552485008,16.5,63.1,20.6,23024,43367
Grimes County,Texas,23552,26604,6.632949932,15.9,74.9,4.9,17365,39429
Guadalupe County,Texas,89023,131533,5.643192203,9.7,78.6,7,25218,61274
Hale County,Texas,36602,36273,7.912855292,19,65.3,12.1,16322,36509
Hall County,Texas,3782,3353,16.48881599,27.7,67,8.8,20126,29219
Hamilton County,Texas,8229,8517,8.641775273,11.4,80.9,4.1,22429,40808
Hansford County,Texas,5369,5613,8.071975771,13.5,75.8,5.2,21095,52239
Hardeman County,Texas,4724,4139,12.31650157,19.2,78.8,9.3,17401,36295
Hardin County,Texas,48073,54635,5.828900888,12,78.2,6.2,23965,52755
Harris County,Texas,3400578,4092459,7.31593768,16.8,57.8,36,26788,51444
Harrison County,Texas,62110,65631,7.256525118,15.2,74.7,7.6,22019,44425
Hartley County,Texas,5537,6062,4.034312108,9.3,73.3,3,24616,66583
Haskell County,Texas,6093,5899,13.15850144,18.8,76,5,22734,35295
Hays County,Texas,97589,157107,4.193116793,16.4,67.8,21.7,25998,56353
Hemphill County,Texas,3351,3807,7.19595482,16.8,77.3,4.2,29343,62159
Henderson County,Texas,73277,78532,6.063006163,16.8,77.5,6,21580,39779
Hidalgo County,Texas,569463,774769,4.935902185,34.4,70.8,15.2,13480,31879
Hill County,Texas,32321,35089,9.770526376,15,76.5,5.5,20554,39293
Hockley County,Texas,22716,22935,8.47852627,17,74.4,7.9,20255,46430
Hood County,Texas,41100,51182,6.311027314,10.9,78.5,6.8,30687,54882
Hopkins County,Texas,31960,35161,6.80668923,15.8,71.1,11.3,21163,41642
Houston County,Texas,23185,23732,9.773681106,23.7,74.3,6.7,18813,31929
Howard County,Texas,33627,35012,14.36216154,17.7,68.9,11.6,17832,39574
Hudspeth County,Texas,3344,3476,11.70972382,46,79.4,4.9,11485,22647
Hunt County,Texas,76596,86129,23.65509875,19.2,70.5,14.7,21646,43101
Hutchinson County,Texas,23857,22150,6.698419865,15.2,80.6,8.4,21075,42213
Irion County,Texas,1771,1599,8.898061288,1.5,83.2,0,31857,48833
Jack County,Texas,8763,9044,5.318996019,17.8,77.6,3.3,21349,46801
Jackson County,Texas,14391,14075,8.600852575,11.7,74.1,8.2,24337,47483
Jasper County,Texas,35604,35710,8.673172781,18.6,79.3,6.2,19182,38062
Jeff Davis County,Texas,2207,2342,7.134927412,14.7,78.8,1.1,22007,43750
Jefferson County,Texas,252051,252273,8.881521209,18.8,65.2,19.9,22095,42293
Jim Hogg County,Texas,5281,5300,14.43622642,12,72,8.7,17163,40000
Jim Wells County,Texas,39326,40838,9.958225182,21.9,73.3,9.1,16976,37020
Johnson County,Texas,126811,150934,5.009480965,10.5,76.6,8.8,23669,54954
Jones County,Texas,20785,20202,8.019156519,12.3,78.8,4.6,15880,39568
Karnes County,Texas,15446,14824,9.930180788,19,68.8,10.3,15949,39611
Kaufman County,Texas,71313,103350,5.963347847,11.4,77.6,8.3,23909,58555
Kendall County,Texas,23743,33410,7.757258306,7.1,75.4,12.3,36418,66655
Kenedy County,Texas,414,416,9.644230769,14.9,38,18.4,16655,48333
Kent County,Texas,859,808,12.11757426,5.4,80.8,0,27021,47750
Kerr County,Texas,43653,49625,8.828594458,14.1,73.6,11,25454,43072
Kimble County,Texas,4468,4607,7.334708053,14.6,71.7,6.8,27118,43429
King County,Texas,356,286,23.5034965,0,38.9,5.7,39511,61563
Kinney County,Texas,3379,3598,11.88076709,32.2,79.7,7,14207,24388
Kleberg County,Texas,31549,32061,11.85515112,24.8,59.7,22.9,18580,36571
Knox County,Texas,4253,3719,16.20301156,16,67.8,11.9,20375,32055
Lamar County,Texas,48499,49793,8.92316189,16.7,68.8,12.7,20588,38015
Lamb County,Texas,14709,13977,9.864706303,17.9,75.1,6.1,17553,35458
Lampasas County,Texas,17762,19677,8.429181278,14.6,76.2,5.6,22943,46378
La Salle County,Texas,5866,6886,10.6694743,21.8,61.2,13.3,13542,30144
Lavaca County,Texas,19210,19263,10.43414837,10.5,78.3,5.2,23168,41429
Lee County,Texas,15657,16612,5.690043342,10.8,76.8,9.1,23074,46986
Leon County,Texas,15335,16801,10.78417951,16.7,83.7,4.2,22484,40355
Liberty County,Texas,70154,75643,6.476316381,15.4,78.9,5.9,18807,45929
Limestone County,Texas,22051,23384,8.966601095,18.9,78.8,4.5,18420,42140
Lipscomb County,Texas,3057,3302,6.341308298,14.2,77.6,7.9,24839,52566
Live Oak County,Texas,12309,11531,10.2001561,13.3,80.4,3.8,21540,43719
Llano County,Texas,17044,19301,7.621004093,12.6,77.9,14.6,29027,41969
Loving County,Texas,67,82,10.62195122,0,45.5,6.3,42220,83889
Lubbock County,Texas,242628,278831,6.31377788,18.8,59.7,24.5,22831,42562
Lynn County,Texas,6550,5915,14.3942519,16.9,73.9,4.8,19752,43672
McCulloch County,Texas,8205,8283,10.19437402,22.9,71.6,8.3,20116,34459
McLennan County,Texas,213517,234906,7.968634262,20.5,60.1,24.3,20652,40672
McMullen County,Texas,851,707,10.18528996,9.1,83.1,2.6,21358,41453
Madison County,Texas,12940,13664,5.455576698,20.4,79.4,3.6,14245,37207
Marion County,Texas,10941,10546,10.00986156,23.2,79.8,3.8,20125,29943
Martin County,Texas,4746,4799,11.47739112,7.2,75.4,8.2,19695,38111
Mason County,Texas,3738,4012,8.440927218,16.3,79.8,3.3,23555,38702
Matagorda County,Texas,37957,36702,22.2424391,21.6,71.6,15.1,22623,43205
Maverick County,Texas,47297,54258,7.295772052,33.6,69.7,15.7,12444,28813
Medina County,Texas,39304,46006,6.510259531,15.9,76.8,6.4,20604,49138
Menard County,Texas,2360,2242,10.76449599,18.6,74.9,1.4,23362,40996
Midland County,Texas,116009,136872,4.541410953,12.5,69.7,21.3,30956,54945
Milam County,Texas,24238,24757,8.396574706,17.6,73,5.4,21509,39035
Mills County,Texas,5151,4936,9.997771475,15.7,78.5,3,20438,31895
Mitchell County,Texas,9698,9403,7.271615442,15.3,77.8,4.8,13358,37260
Montague County,Texas,19117,19719,8.32739997,13.2,78.1,5,22328,42482
Montgomery County,Texas,293768,455746,4.422083792,10.9,75.6,13.5,31959,65620
Moore County,Texas,20121,21904,3.971694668,13.4,66.7,15.5,18239,44216
Morris County,Texas,13048,12934,10.05280656,16.7,78.9,8.4,20292,38843
Motley County,Texas,1426,1210,16.7553719,22.1,74.9,2.6,19754,34081
Nacogdoches County,Texas,59203,64524,7.276253797,24.6,59.9,21.5,18180,33189
Navarro County,Texas,45124,47735,8.525861527,19.8,71.5,10.3,20539,41654
Newton County,Texas,15072,14445,7.499203877,16.2,83.2,1.9,17721,37452
Nolan County,Texas,15802,15216,8.63847266,19.4,68.1,12.2,19973,37102
Nueces County,Texas,313645,340223,9.604191956,19.1,61.6,26.5,22558,43280
Ochiltree County,Texas,9006,10223,4.935537513,17.7,69.5,8.3,21143,49309
Oldham County,Texas,2185,2052,9.920077973,13.4,71,9.6,22504,51111
Orange County,Texas,84966,81837,11.76741572,13.9,77.1,8.9,23155,47914
Palo Pinto County,Texas,27026,28111,6.822275977,13.8,68.3,8.1,21551,41095
Panola County,Texas,22756,23796,7.438435031,12.5,81,3.9,22846,45622
Parker County,Texas,88495,116927,4.473834102,10.5,80.3,7.1,28539,61340
Parmer County,Texas,10016,10269,7.86201188,18.6,72.7,6.3,16926,39753
Pecos County,Texas,16809,15507,5.399432514,19.9,70,11.1,16717,38125
Polk County,Texas,41133,45413,10.92077159,21.8,78.9,4.5,16961,33325
Potter County,Texas,113546,121073,33.4448721,22.7,59.4,21.1,18725,36766
Presidio County,Texas,7304,7818,11.19212075,24.1,67.5,11.6,15635,29513
Rains County,Texas,9139,10914,6.249312809,11.5,83.3,3.9,20855,42491
Randall County,Texas,104312,120725,2.225603645,9.4,70.1,18.2,28668,56041
Reagan County,Texas,3326,3367,5.504009504,10.5,70.9,4.4,23028,54224
Real County,Texas,3047,3309,10.39679662,26.8,75.5,0,15074,29186
Red River County,Texas,14314,12860,13.21912908,17.5,71.2,6.9,18105,37047
Reeves County,Texas,13137,13783,7.01429297,28.7,74.3,8.2,13112,32593
Refugio County,Texas,7828,7383,10.54246241,16,77.9,4.9,18638,42949
Roberts County,Texas,887,929,6.736275565,14.6,75.9,0,29291,52500
Robertson County,Texas,16000,16622,9.752075563,21.2,66.9,10.6,21113,38393
Rockwall County,Texas,43080,78337,6.996859721,5.6,84.3,6.8,33274,78032
Runnels County,Texas,11495,10501,11.40310447,21.6,72,4.6,20056,37823
Rusk County,Texas,47372,53330,5.716557285,12.4,78.6,6.1,22392,46574
